taxon,recipient_post_fmt,donor_pre_fmt,taxon_id,experiment_id
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster,0.0013561991425321551,0.012072434607645875,55,goyal_042_d7
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_I,0.0058476973780149915,0.0054613394653636104,58,goyal_042_d7
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Fusicatenibacter,0.014422375827573133,0.0338459327392929,61,goyal_042_d7
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__KLE1615,0.005060226908157611,0.0019402127048002299,63,goyal_042_d7
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira,1.7499343774608452e-4,0.007293762575452716,65,goyal_042_d7
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Mediterraneibacter,0.002041590107037653,0.03190572003449267,67,goyal_042_d7
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia,0.007597631755475836,0.0017605633802816902,68,goyal_042_d7
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Ruminococcus_A,0.008764254673783067,0.01074302960620868,70,goyal_042_d7
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Ruminococcus_B,0.007437221104208592,0.011749065823512504,71,goyal_042_d7
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__TF01-11,4.6664916732289206e-4,0.00528169014084507,73,goyal_042_d7
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Monoglobales_A;f__UBA1381;g__CAG-41,0.007145565374631784,0.012647312446105202,79,goyal_042_d7
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Clostridium_A,0.0031207163064718405,0.002694739867778097,83,goyal_042_d7
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Eubacterium_R,0.007933035844489166,0.0016168439206668583,84,goyal_042_d7
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA1417,0.009201738268148277,0.012216154067260707,86,goyal_042_d7
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UMGS1071,6.999737509843381e-4,0.0022635814889336017,87,goyal_042_d7
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Agathobaculum,0.006124770321112958,0.004670882437482035,88,goyal_042_d7
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-83,0.004083180214075306,7.185972980741593e-4,89,goyal_042_d7
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Dysosmobacter,5.249803132382536e-4,3.2336878413337166e-4,90,goyal_042_d7
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Intestinimonas,0.008618426808994663,0.002910319057200345,93,goyal_042_d7
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium,0.15981275702161168,0.15500143719459614,96,goyal_042_d7
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_C,0.006168518680549479,0.005389479735556194,101,goyal_042_d7
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__BX12,0.0018374310963338875,7.185972980741593e-4,105,goyal_042_d7
d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Dialisteraceae;g__Dialister,0.03642780062414326,0.024216728945099165,117,goyal_042_d7
d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Megasphaeraceae;g__Megasphaera,0.005978942456324555,0.01056338028169014,118,goyal_042_d7
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides,0.03249941547813888,0.09306794783802333,8,goyal_004_d30
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola,0.11292962356792144,0.11084420041180508,10,goyal_004_d30
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Odoribacter,0.0012469799703842257,0.019148936170212766,15,goyal_004_d30
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides,0.006624581092666199,0.027041866849691145,22,goyal_004_d30
d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__Erysipelatoclostridium,6.234899851921129e-4,0.0014413177762525738,25,goyal_004_d30
d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Holdemanella,0.03390226794482114,0.01461908030199039,29,goyal_004_d30
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Anaerotignaceae;g__Anaerotignum,0.002727768685215494,0.016540837336993824,39,goyal_004_d30
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A,0.03694178162263269,0.034934797529169524,46,goyal_004_d30
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Ruminococcus_B,0.0028057049333645077,0.007481125600549073,71,goyal_004_d30
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Dysosmobacter,0.0028057049333645077,0.0016472203157172271,90,goyal_004_d30
d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium,0.0014028524666822538,0.0060398078242964994,115,goyal_004_d30
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Sutterella,0.02470579066323747,0.005010295126973233,123,goyal_004_d30
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides,0.016710026015609364,0.052726481377852394,8,goyal_005_d30
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola,0.05418250950570342,0.1255362805446745,10,goyal_005_d30
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides,0.003001801080648389,0.003730647267300877,22,goyal_005_d30
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Bariatricus,0.013458074844906943,0.005409438537586271,44,goyal_005_d30
d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium,0.010900206728058635,0.006271344303011487,1,goyal_007_d30
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides,0.09127357013092777,0.14225395839801303,8,goyal_007_d30
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola,0.13976069661091273,0.13405774604160198,10,goyal_007_d30
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae;g__Barnesiella,0.026624068157614485,0.019621235641105246,13,goyal_007_d30
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes,0.03157301259161811,0.0447687053710028,19,goyal_007_d30
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides,0.02750109628515943,0.01223222601676498,22,goyal_007_d30
d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__Faecalibacillus,0.008269122345423792,0.00391182862465073,26,goyal_007_d30
d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus,0.008832926141702687,0.004346476249611922,36,goyal_007_d30
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium,0.014220384639478795,0.009438062713443031,38,goyal_007_d30
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter,0.02154983399110443,0.04153989444271965,41,goyal_007_d30
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerobutyricum,0.0068909352878531605,0.007947842285004657,42,goyal_007_d30
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A,0.05982584727181608,0.030425333747283453,46,goyal_007_d30
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea_A,0.021236609659838375,0.009686432784849425,53,goyal_007_d30
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Fusicatenibacter,0.014345674371985216,0.008941322570630239,61,goyal_007_d30
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira,0.020046357201027376,0.04377522508537721,65,goyal_007_d30
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Monoglobales_A;f__UBA1381;g__CAG-41,0.017665852283405375,0.005650419124495498,79,goyal_007_d30
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Dysosmobacter,0.0010649627263045794,0.0032909034461347407,90,goyal_007_d30
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Lawsonibacter,0.004447785503977949,0.0022353306426575598,94,goyal_007_d30
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium,0.08281651318674435,0.055262340887923006,96,goyal_007_d30
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_D,0.009271440205475162,0.026265135051226327,102,goyal_007_d30
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__GCA-900066495,0.02518323623379064,0.003104625892579944,107,goyal_007_d30
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Terrisporobacter,0.007329449351625634,0.009065507606333437,109,goyal_007_d30
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__UMGS1994,0.001941990853849527,0.0024837007140639552,110,goyal_007_d30
d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Acidaminococcus,0.034016162375493326,0.023160509158646383,114,goyal_007_d30
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides,0.04361156300838443,0.07853834929899131,8,goyal_010_d30
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes,0.023901889625829058,0.04263147877942016,19,goyal_010_d30
d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__Longibaculum,0.012451507946439745,0.00913531688130432,27,goyal_010_d30
d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Longicatena,0.0026905268426980354,5.7095730508152e-4,31,goyal_010_d30
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Anaerotignaceae;g__Anaerotignum,0.02803153547741209,0.00704180676267208,39,goyal_010_d30
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter,0.04799149042673007,0.0352090338133604,41,goyal_010_d30
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia,0.0015642597922662996,0.0017763116158091734,45,goyal_010_d30
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A,0.03090977349518208,0.00818372137283512,46,goyal_010_d30
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea_A,0.00850957326992867,0.020237264480111653,53,goyal_010_d30
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster,0.004880490551870855,0.008691238977352026,55,goyal_010_d30
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Fusicatenibacter,0.017707420848454513,0.029562900463109814,61,goyal_010_d30
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira,0.002878238017769991,0.02911882255915752,65,goyal_010_d30
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Dysosmobacter,0.00506820172694281,0.0038063820338768003,90,goyal_010_d30
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Flavonifractor,0.021273933174821673,0.00875467867791664,92,goyal_010_d30
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium,0.04048304342385183,0.04212396117490325,96,goyal_010_d30
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger,0.027656113127268178,0.01827063376260864,97,goyal_010_d30
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruthenibacterium,0.008071580528094107,0.0028547865254076,103,goyal_010_d30
d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Dialisteraceae;g__Dialister,0.02871980978600926,0.038698217344414136,117,goyal_010_d30
d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium,0.03793026623593628,0.03378172743319739,1,goyal_011_d30
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides,0.019104377854517098,0.032016556089841136,8,goyal_011_d30
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerobutyricum,0.00774200735212209,0.005356382007425893,42,goyal_011_d30
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerostipes,0.02901860309680294,0.015399598271349443,43,goyal_011_d30
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Bariatricus,0.0053469978834800045,0.008704120762067077,44,goyal_011_d30
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A,0.021610783112398353,0.011017103901637348,46,goyal_011_d30
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-81,0.007185028405926256,0.010591028060137562,48,goyal_011_d30
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Fusicatenibacter,0.03180349782778211,0.026721042059772354,61,goyal_011_d30
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira,0.025955218892725854,0.008460648852638628,65,goyal_011_d30
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Mediterraneibacter,0.006238164197393339,0.007669365146996165,67,goyal_011_d30
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia,0.016542274702016264,0.009130196603566863,68,goyal_011_d30
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcus_E,0.01765623259440793,0.01132144378842291,85,goyal_011_d30
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium,0.0670602651219784,0.03633818248219611,96,goyal_011_d30
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger,0.008187590509078756,0.022886359486274273,97,goyal_011_d30
d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia,0.0012810515762504177,0.022095075780631808,127,goyal_011_d30
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__CAG-1427,5.01037864147162e-4,6.703411291523909e-4,4,goyal_016_d30
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides,0.03371269057333047,0.14241024877104128,8,goyal_016_d30
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola,0.07723140791639825,0.10531803962460898,10,goyal_016_d30
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes,0.008374490015031136,0.03381498584835394,19,goyal_016_d30
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter,0.03671891775821344,0.026068821689259645,41,goyal_016_d30
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerobutyricum,0.007443991124472121,0.010502011023387457,42,goyal_016_d30
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A,0.03206642330541837,0.006033070162371518,46,goyal_016_d30
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea_A,0.024550855343210935,0.0035006703411291523,53,goyal_016_d30
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__KLE1615,0.003507265049030134,7.448234768359899e-4,63,goyal_016_d30
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA1417,0.0022904588075298832,0.007895128854461492,86,goyal_016_d30
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__UMGS1994,0.03514422732803665,0.03940116192462387,110,goyal_016_d30
d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Acidaminococcus,0.011165986686708181,0.026143304036943243,114,goyal_016_d30
d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Dialisteraceae;g__Dialister,0.03013384868656503,0.0023834351258751676,117,goyal_016_d30
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Parasutterella,0.004795648128265694,0.028601221510502012,122,goyal_016_d30
d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium,0.11507101525512888,0.17321997874601489,1,goyal_022_d30
d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__Erysipelatoclostridium,0.01768805891635981,0.009099362380446334,25,goyal_022_d30
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerostipes,0.03945291951604419,0.013150903294367694,43,goyal_022_d30
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-81,0.025512887953708575,0.008302337938363442,48,goyal_022_d30
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Faecalimonas,0.026762230405049974,0.03440488841657811,59,goyal_022_d30
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Sellimonas,0.01985796948974224,0.002789585547290117,72,goyal_022_d30
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Monoglobales_A;f__UBA1381;g__CAG-41,0.005457653866386113,0.007638150903294368,79,goyal_022_d30
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium,0.026433456075749606,0.048618490967056324,96,goyal_022_d30
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Intestinibacter,0.032154129405576014,0.012088204038257173,108,goyal_022_d30
d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella,0.011770120988953182,0.010759829968119023,119,goyal_022_d30
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Parasutterella,0.07068648079957916,0.12227683315621679,122,goyal_022_d30
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter,0.002958968963703314,0.004649309245483528,124,goyal_022_d30
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus_D,0.007956338769068911,7.970244420828905e-4,126,goyal_022_d30
d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium,0.0161180950393824,0.026144927536231884,1,goyal_023_d30
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides,0.058004277293829225,0.08405797101449275,8,goyal_023_d30
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae;g__Barnesiella,0.00928485733660216,0.00944927536231884,13,goyal_023_d30
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Odoribacter,0.0010954045172395807,0.004753623188405797,15,goyal_023_d30
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes,0.02962808408533723,0.05373913043478261,19,goyal_023_d30
d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__Faecalibacillus,0.015857284440039643,0.01628985507246377,26,goyal_023_d30
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerobutyricum,0.009597830055813468,0.008347826086956521,42,goyal_023_d30
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A,0.012310260288978143,0.02017391304347826,46,goyal_023_d30
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus_A,0.0037035105106671537,0.002028985507246377,51,goyal_023_d30
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea,0.007459183141202859,0.0038260869565217392,52,goyal_023_d30
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea_A,0.007615669500808513,0.022492753623188404,53,goyal_023_d30
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira,0.0073026967815972045,0.0035942028985507246,65,goyal_023_d30
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Mediterraneibacter,0.006363778623963278,0.01582608695652174,67,goyal_023_d30
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia,0.0017735120755307495,0.013217391304347827,68,goyal_023_d30
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Ruminococcus_A,0.007041886182254447,0.00591304347826087,70,goyal_023_d30
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Monoglobales_A;f__UBA1381;g__CAG-41,0.012258098169109593,0.007536231884057971,79,goyal_023_d30
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4,0.010641072453184497,0.009565217391304347,91,goyal_023_d30
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium,0.01105836941213291,0.02666666666666667,96,goyal_023_d30
d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__CAG-74;g__OEMS01,3.1297271921130874e-4,0.0012753623188405797,112,goyal_023_d30
d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Dialisteraceae;g__Dialister,0.003859996870272808,0.0012753623188405797,117,goyal_023_d30
d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__Faecalibacillus,0.013907581875280395,0.002299015733888929,26,goyal_024_d30
d__Bacteria;p__Firmicutes;c__Bacilli;o__Haloplasmatales_A;f__Turicibacteraceae;g__Turicibacter,0.02512337371018394,0.006537825993246641,33,goyal_024_d30
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A,0.005383580080753701,0.00589122781809038,46,goyal_024_d30
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger,0.01114101988933752,0.03764638264243121,97,goyal_024_d30
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__GCA-900066495,0.016449828024525198,0.015590200445434299,107,goyal_024_d30
d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium,0.04190818455831208,0.051754832146490334,1,goyal_028_d30
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella,7.535358219336888e-4,0.002733977619532045,2,goyal_028_d30
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides,0.09929283561326223,0.14165818921668363,8,goyal_028_d30
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola,0.15922791560398794,0.06332655137334689,10,goyal_028_d30
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes,0.0539647577092511,0.013924211597151575,19,goyal_028_d30
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides,0.029329932761418966,0.02212614445574771,22,goyal_028_d30
d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Bilophila,0.008288894041270577,0.002606815869786368,23,goyal_028_d30
d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__Faecalibacillus,0.006897750985392998,0.012080366225839268,26,goyal_028_d30
